SN,Commodity,Date,Unit,Minimum,Maximum,Average
165261,Onion Dry (Indian),2020-04-15,Kg,37,39,38
165314,Potato Red,2020-04-16,Kg,37,39,38
165315,Onion Dry (Indian),2020-04-16,Kg,37,39,38
165371,Potato Red,2020-04-17,Kg,37,39,38
165372,Onion Dry (Indian),2020-04-17,Kg,37,39,38
165427,Potato Red,2020-04-20,Kg,35,38,36.5
165428,Onion Dry (Indian),2020-04-20,Kg,30,35,32.5
165468,Potato Red,2020-04-21,Kg,35,37,36
165469,Onion Dry (Indian),2020-04-21,Kg,30,35,32.5
165517,Potato Red,2020-04-22,Kg,30,33,31.5
165518,Onion Dry (Indian),2020-04-22,Kg,30,33,31.5
165568,Potato Red,2020-04-23,Kg,33,35,34
165569,Onion Dry (Indian),2020-04-23,Kg,30,32,31
165618,Potato Red,2020-04-24,Kg,32,34,33
165619,Onion Dry (Indian),2020-04-24,Kg,30,32,31
165666,Potato Red,2020-04-25,Kg,32,34,33
165668,Onion Dry (Indian),2020-04-25,Kg,28,30,29
165718,Potato Red,2020-04-26,Kg,32,34,33
165720,Onion Dry (Indian),2020-04-26,Kg,27,29,28
165774,Potato Red,2020-04-27,Kg,30,32,31
165776,Onion Dry (Indian),2020-04-27,Kg,28,30,29
165830,Potato Red,2020-04-28,Kg,32,34,33
165832,Onion Dry (Indian),2020-04-28,Kg,27,29,28
165885,Potato Red,2020-04-29,Kg,30,33,31.5
165887,Onion Dry (Indian),2020-04-29,Kg,28,30,29
165940,Potato Red,2020-04-30,Kg,30,33,31.5
165942,Onion Dry (Indian),2020-04-30,Kg,28,30,29
165995,Potato Red,2020-05-01,Kg,30,33,31.5
165997,Onion Dry (Indian),2020-05-01,Kg,28,30,29
166051,Potato Red,2020-05-02,Kg,30,32,31
166053,Onion Dry (Indian),2020-05-02,Kg,26,28,27
166108,Potato Red,2020-05-03,Kg,30,32,31
166110,Onion Dry (Indian),2020-05-03,Kg,26,28,27
166165,Potato Red,2020-05-04,Kg,30,32,31
166167,Onion Dry (Indian),2020-05-04,Kg,26,28,27
166223,Potato Red,2020-05-05,Kg,29,31,30
166225,Onion Dry (Indian),2020-05-05,Kg,27,29,28
166281,Potato Red,2020-05-06,Kg,30,32,31
166283,Onion Dry (Indian),2020-05-06,Kg,26,28,27
166340,Potato Red,2020-05-07,Kg,30,32,31
166342,Onion Dry (Indian),2020-05-07,Kg,25,27,26
166400,Potato Red,2020-05-08,Kg,30,32,31
166402,Onion Dry (Indian),2020-05-08,Kg,26,28,27
166462,Potato Red,2020-05-09,Kg,30,32,31
166464,Onion Dry (Indian),2020-05-09,Kg,26,28,27
166522,Potato Red,2020-05-10,Kg,30,32,31
166524,Onion Dry (Indian),2020-05-10,Kg,27,29,28
166580,Potato Red,2020-05-11,Kg,30,32,31
166582,Onion Dry (Indian),2020-05-11,Kg,26,28,27
166641,Potato Red,2020-05-12,Kg,30,32,31
166643,Onion Dry (Indian),2020-05-12,Kg,26,28,27
166703,Potato Red,2020-05-13,Kg,31,33,32
166705,Onion Dry (Indian),2020-05-13,Kg,26,28,27
166763,Potato Red,2020-05-14,Kg,30,32,31
166765,Onion Dry (Indian),2020-05-14,Kg,26,28,27
166827,Potato Red,2020-05-15,Kg,29,31,30
166829,Onion Dry (Indian),2020-05-15,Kg,25,27,26
166888,Potato Red,2020-05-16,Kg,29,31,30
166890,Onion Dry (Indian),2020-05-16,Kg,25,27,26
166948,Potato Red,2020-05-17,Kg,29,31,30
166950,Onion Dry (Indian),2020-05-17,Kg,25,27,26
167007,Potato Red,2020-05-18,Kg,29,31,30
167009,Onion Dry (Indian),2020-05-18,Kg,26,28,27
167066,Potato Red,2020-05-19,Kg,29,31,30
167068,Onion Dry (Indian),2020-05-19,Kg,26,28,27
167124,Potato Red,2020-05-20,Kg,29,31,30
167126,Onion Dry (Indian),2020-05-20,Kg,26,28,27
167180,Tomato Big(Nepali),2020-05-21,Kg,25,30,27.5
167182,Potato Red,2020-05-21,Kg,30,32,31
167184,Onion Dry (Indian),2020-05-21,Kg,26,28,27
167246,Potato Red,2020-05-22,Kg,30,32,31
167307,Potato Red,2020-05-23,Kg,30,32,31
167309,Onion Dry (Indian),2020-05-23,Kg,26,28,27
167369,Potato Red,2020-05-24,Kg,30,32,31
167371,Onion Dry (Indian),2020-05-24,Kg,26,28,27
167429,Potato Red,2020-05-25,Kg,30,32,31
167431,Onion Dry (Indian),2020-05-25,Kg,26,28,27
167490,Potato Red,2020-05-26,Kg,31,33,32
167492,Onion Dry (Indian),2020-05-26,Kg,25,27,26
167551,Potato Red,2020-05-27,Kg,30,33,31.5
167553,Onion Dry (Indian),2020-05-27,Kg,26,28,27
167612,Potato Red,2020-05-28,Kg,31,33,32
167614,Onion Dry (Indian),2020-05-28,Kg,24,26,25
167675,Potato Red,2020-05-29,Kg,31,33,32
167677,Onion Dry (Indian),2020-05-29,Kg,24,26,25
167738,Potato Red,2020-05-30,Kg,31,33,32
167740,Onion Dry (Indian),2020-05-30,Kg,23,25,24
167800,Potato Red,2020-05-31,Kg,31,33,32
167802,Onion Dry (Indian),2020-05-31,Kg,23,25,24
167860,Potato Red,2020-06-01,Kg,31,33,32
167862,Onion Dry (Indian),2020-06-01,Kg,23,25,24
167920,Potato Red,2020-06-02,Kg,31,33,32
167922,Onion Dry (Indian),2020-06-02,Kg,23,25,24
167983,Potato Red,2020-06-03,Kg,31,33,32
167985,Onion Dry (Indian),2020-06-03,Kg,26,28,27
168045,Potato Red,2020-06-04,Kg,32,34,33
168047,Onion Dry (Indian),2020-06-04,Kg,27,29,28
168111,Potato Red,2020-06-05,Kg,32,34,33
168113,Onion Dry (Indian),2020-06-05,Kg,26,28,27
168178,Potato Red,2020-06-06,Kg,32,34,33
168181,Onion Dry (Indian),2020-06-06,Kg,28,30,29
168241,Potato Red,2020-06-07,Kg,30,33,31.5
168243,Onion Dry (Indian),2020-06-07,Kg,26,28,27
168311,Potato Red,2020-06-08,Kg,30,32,31
168314,Onion Dry (Indian),2020-06-08,Kg,26,28,27
168381,Potato Red,2020-06-09,Kg,30,33,31.5
168384,Onion Dry (Indian),2020-06-09,Kg,26,28,27
168451,Potato Red,2020-06-10,Kg,30,33,31.5
168454,Onion Dry (Indian),2020-06-10,Kg,26,28,27
168521,Potato Red,2020-06-11,Kg,32,34,33
168524,Onion Dry (Indian),2020-06-11,Kg,28,30,29
168591,Potato Red,2020-06-12,Kg,33,35,34
168594,Onion Dry (Indian),2020-06-12,Kg,30,32,31
168658,Potato Red,2020-06-13,Kg,32,34,33
168661,Onion Dry (Indian),2020-06-13,Kg,28,30,29
168727,Potato Red,2020-06-14,Kg,33,35,34
168730,Onion Dry (Indian),2020-06-14,Kg,29,31,30
168791,Potato Red,2020-06-15,Kg,32,34,33
168794,Onion Dry (Indian),2020-06-15,Kg,28,30,29
168852,Potato Red,2020-06-16,Kg,33,35,34
168855,Onion Dry (Indian),2020-06-16,Kg,29,31,30
168916,Potato Red,2020-06-17,Kg,33,35,34
168919,Onion Dry (Indian),2020-06-17,Kg,28,30,29
168984,Potato Red,2020-06-18,Kg,33,35,34
168987,Onion Dry (Indian),2020-06-18,Kg,28,30,29
169052,Potato Red,2020-06-19,Kg,33,35,34
169055,Onion Dry (Indian),2020-06-19,Kg,28,30,29
169121,Potato Red,2020-06-20,Kg,32,34,33
169124,Onion Dry (Indian),2020-06-20,Kg,28,30,29
169189,Potato Red,2020-06-21,Kg,32,34,33
169192,Onion Dry (Indian),2020-06-21,Kg,28,30,29
169257,Potato Red,2020-06-22,Kg,32,35,33.5
169260,Onion Dry (Indian),2020-06-22,Kg,28,30,29
169326,Potato Red,2020-06-23,Kg,32,34,33
169329,Onion Dry (Indian),2020-06-23,Kg,28,30,29
169394,Potato Red,2020-06-24,Kg,34,36,35
169397,Onion Dry (Indian),2020-06-24,Kg,30,32,31
169459,Potato Red,2020-06-25,Kg,40,45,42.5
169462,Onion Dry (Indian),2020-06-25,Kg,30,32,31
169527,Potato Red,2020-06-26,Kg,44,46,45
169530,Onion Dry (Indian),2020-06-26,Kg,30,32,31
169594,Potato Red,2020-06-27,Kg,46,48,47
169597,Onion Dry (Indian),2020-06-27,Kg,30,32,31
169662,Potato Red,2020-06-28,Kg,46,48,47
169665,Onion Dry (Indian),2020-06-28,Kg,30,32,31
169729,Potato Red,2020-06-29,Kg,46,48,47
169732,Onion Dry (Indian),2020-06-29,Kg,31,33,32
169792,Potato Red,2020-06-30,Kg,45,47,46
169795,Onion Dry (Indian),2020-06-30,Kg,30,32,31
169858,Potato Red,2020-07-01,Kg,45,47,46
169861,Onion Dry (Indian),2020-07-01,Kg,30,32,31
169923,Potato Red,2020-07-02,Kg,45,47,46
169926,Onion Dry (Indian),2020-07-02,Kg,30,32,31
169986,Potato Red,2020-07-03,Kg,50,52,51
169989,Onion Dry (Indian),2020-07-03,Kg,30,32,31
170048,Potato Red,2020-07-04,Kg,51,53,52
170051,Onion Dry (Indian),2020-07-04,Kg,30,32,31
170111,Potato Red,2020-07-05,Kg,50,52,51
170114,Onion Dry (Indian),2020-07-05,Kg,30,32,31
170173,Potato Red,2020-07-06,Kg,49,51,50
170176,Onion Dry (Indian),2020-07-06,Kg,29,31,30
170238,Potato Red,2020-07-07,Kg,49,51,50
170241,Onion Dry (Indian),2020-07-07,Kg,30,32,31
170305,Potato Red,2020-07-08,Kg,49,51,50
170308,Onion Dry (Indian),2020-07-08,Kg,30,32,31
170370,Potato Red,2020-07-09,Kg,49,51,50
170373,Onion Dry (Indian),2020-07-09,Kg,30,32,31
170434,Potato Red,2020-07-10,Kg,49,51,50
170437,Onion Dry (Indian),2020-07-10,Kg,30,32,31
170499,Potato Red,2020-07-11,Kg,49,51,50
170501,Onion Dry (Indian),2020-07-11,Kg,30,32,31
170560,Potato Red,2020-07-13,Kg,49,51,50
170563,Onion Dry (Indian),2020-07-13,Kg,29,31,30
170627,Potato Red,2020-07-14,Kg,49,51,50
170630,Onion Dry (Indian),2020-07-14,Kg,29,31,30
170695,Potato Red,2020-07-15,Kg,50,52,51
170698,Onion Dry (Indian),2020-07-15,Kg,30,32,31
170763,Potato Red,2020-07-16,Kg,50,52,51
170765,Onion Dry (Indian),2020-07-16,Kg,30,32,31
170829,Potato Red,2020-07-17,Kg,50,52,51
170832,Onion Dry (Indian),2020-07-17,Kg,29,31,30
170896,Potato Red,2020-07-18,Kg,50,52,51
170898,Onion Dry (Indian),2020-07-18,Kg,30,32,31
170963,Potato Red,2020-07-19,Kg,53,55,54
170965,Onion Dry (Indian),2020-07-19,Kg,30,32,31
171029,Potato Red,2020-07-20,Kg,53,55,54
171032,Onion Dry (Indian),2020-07-20,Kg,30,32,31
171095,Potato Red,2020-07-21,Kg,54,56,55
171097,Onion Dry (Indian),2020-07-21,Kg,30,32,31
171157,Potato Red,2020-07-22,Kg,53,55,54
171159,Onion Dry (Indian),2020-07-22,Kg,30,32,31
171223,Potato Red,2020-07-23,Kg,68,70,69
171225,Onion Dry (Indian),2020-07-23,Kg,33,35,34
171290,Potato Red,2020-07-24,Kg,68,70,69
171292,Onion Dry (Indian),2020-07-24,Kg,33,35,34
171356,Potato Red,2020-07-25,Kg,68,70,69
171358,Onion Dry (Indian),2020-07-25,Kg,31,33,32
171421,Potato Red,2020-07-26,Kg,68,70,69
171423,Onion Dry (Indian),2020-07-26,Kg,31,33,32
171485,Potato Red,2020-07-27,Kg,68,70,69
171488,Onion Dry (Indian),2020-07-27,Kg,30,32,31
171552,Potato Red,2020-07-28,Kg,68,70,69
171555,Onion Dry (Indian),2020-07-28,Kg,31,33,32
171616,Potato Red,2020-07-29,Kg,68,70,69
171619,Onion Dry (Indian),2020-07-29,Kg,31,33,32
171682,Potato Red,2020-07-30,Kg,68,70,69
171685,Onion Dry (Indian),2020-07-30,Kg,31,33,32
171748,Potato Red,2020-07-31,Kg,66,68,67
171751,Onion Dry (Indian),2020-07-31,Kg,31,33,32
171814,Potato Red,2020-08-01,Kg,66,68,67
171817,Onion Dry (Indian),2020-08-01,Kg,31,33,32
171881,Potato Red,2020-08-02,Kg,66,68,67
171884,Onion Dry (Indian),2020-08-02,Kg,31,33,32
171947,Potato Red,2020-08-03,Kg,66,68,67
171950,Onion Dry (Indian),2020-08-03,Kg,31,33,32
172015,Potato Red,2020-08-04,Kg,66,68,67
172018,Onion Dry (Indian),2020-08-04,Kg,30,32,31
172083,Potato Red,2020-08-05,Kg,66,68,67
172086,Onion Dry (Indian),2020-08-05,Kg,30,32,31
172153,Potato Red,2020-08-06,Kg,66,68,67
172156,Onion Dry (Indian),2020-08-06,Kg,30,32,31
172220,Tomato Big(Nepali),2020-08-07,Kg,75,80,77.5
172223,Potato Red,2020-08-07,Kg,66,68,67
172226,Onion Dry (Indian),2020-08-07,Kg,30,32,31
172286,Tomato Big(Nepali),2020-08-08,Kg,75,80,77.5
172289,Potato Red,2020-08-08,Kg,66,68,67
172292,Onion Dry (Indian),2020-08-08,Kg,30,32,31
172354,Tomato Big(Nepali),2020-08-09,Kg,70,80,75
172357,Potato Red,2020-08-09,Kg,66,68,67
172360,Onion Dry (Indian),2020-08-09,Kg,30,32,31
172424,Tomato Big(Nepali),2020-08-10,Kg,75,80,77.5
172427,Potato Red,2020-08-10,Kg,66,68,67
172430,Onion Dry (Indian),2020-08-10,Kg,30,32,31
172495,Potato Red,2020-08-11,Kg,66,68,67
172498,Onion Dry (Indian),2020-08-11,Kg,30,32,31
172562,Tomato Big(Nepali),2020-08-12,Kg,65,70,67.5
172565,Potato Red,2020-08-12,Kg,66,68,67
172568,Onion Dry (Indian),2020-08-12,Kg,29,31,30
172628,Tomato Big(Nepali),2020-08-13,Kg,65,70,67.5
172631,Potato Red,2020-08-13,Kg,66,68,67
172634,Onion Dry (Indian),2020-08-13,Kg,29,31,30
172698,Tomato Big(Nepali),2020-08-14,Kg,65,70,67.5
172701,Potato Red,2020-08-14,Kg,66,68,67
172704,Onion Dry (Indian),2020-08-14,Kg,30,32,31
172767,Tomato Big(Nepali),2020-08-15,Kg,60,70,65
172770,Potato Red,2020-08-15,Kg,66,68,67
172773,Onion Dry (Indian),2020-08-15,Kg,30,32,31
172833,Tomato Big(Nepali),2020-08-16,Kg,60,65,62.5
172836,Potato Red,2020-08-16,Kg,66,68,67
172839,Onion Dry (Indian),2020-08-16,Kg,30,32,31
172905,Tomato Big(Nepali),2020-08-17,Kg,60,65,62.5
172908,Potato Red,2020-08-17,Kg,66,68,67
172911,Onion Dry (Indian),2020-08-17,Kg,31,33,32
172979,Potato Red,2020-08-18,Kg,66,68,67
172982,Onion Dry (Indian),2020-08-18,Kg,31,33,32
173049,Potato Red,2020-08-19,Kg,66,68,67
173052,Onion Dry (Indian),2020-08-19,Kg,32,34,33
173115,Tomato Big(Nepali),2020-08-20,Kg,75,80,77.5
173118,Potato Red,2020-08-20,Kg,66,68,67
173121,Onion Dry (Indian),2020-08-20,Kg,31,33,32
173186,Tomato Big(Nepali),2020-08-21,Kg,70,75,72.5
173189,Potato Red,2020-08-21,Kg,66,68,67
173192,Onion Dry (Indian),2020-08-21,Kg,38,40,39
173257,Tomato Big(Nepali),2020-08-22,Kg,75,80,77.5
173260,Potato Red,2020-08-22,Kg,66,68,67
173263,Onion Dry (Indian),2020-08-22,Kg,38,40,39
173327,Tomato Big(Nepali),2020-08-23,Kg,65,70,67.5
173330,Potato Red,2020-08-23,Kg,66,68,67
173333,Onion Dry (Indian),2020-08-23,Kg,38,40,39
173395,Tomato Big(Nepali),2020-08-24,Kg,65,70,67.5
173398,Potato Red,2020-08-24,Kg,66,68,67
173401,Onion Dry (Indian),2020-08-24,Kg,38,40,39
173465,Tomato Big(Nepali),2020-08-25,Kg,65,70,67.5
173468,Potato Red,2020-08-25,Kg,66,68,67
173471,Onion Dry (Indian),2020-08-25,Kg,38,40,39
173535,Tomato Big(Nepali),2020-08-26,Kg,65,70,67.5
173538,Potato Red,2020-08-26,Kg,70,72,71
173541,Onion Dry (Indian),2020-08-26,Kg,36,40,38
173602,Tomato Big(Nepali),2020-08-27,Kg,65,70,67.5
173605,Potato Red,2020-08-27,Kg,70,72,71
173608,Onion Dry (Indian),2020-08-27,Kg,36,40,38
173668,Tomato Big(Nepali),2020-08-28,Kg,70,80,75
173671,Potato Red,2020-08-28,Kg,70,72,71
173674,Onion Dry (Indian),2020-08-28,Kg,35,38,36.5
173733,Tomato Big(Nepali),2020-08-29,Kg,90,100,95
173736,Potato Red,2020-08-29,Kg,70,72,71
173738,Onion Dry (Indian),2020-08-29,Kg,39,40,39.5
173795,Tomato Big(Nepali),2020-08-30,Kg,90,100,95
173798,Potato Red,2020-08-30,Kg,72,74,73
173801,Onion Dry (Indian),2020-08-30,Kg,40,42,41
173866,Tomato Big(Nepali),2020-08-31,Kg,100,110,105
173869,Potato Red,2020-08-31,Kg,66,68,67
173872,Onion Dry (Indian),2020-08-31,Kg,41,43,42
173935,Tomato Big(Nepali),2020-09-01,Kg,90,100,95
173938,Potato Red,2020-09-01,Kg,66,68,67
173941,Onion Dry (Indian),2020-09-01,Kg,41,43,42
174006,Tomato Big(Nepali),2020-09-02,Kg,90,100,95
174009,Potato Red,2020-09-02,Kg,66,68,67
174012,Onion Dry (Indian),2020-09-02,Kg,40,42,41
174077,Tomato Big(Nepali),2020-09-03,Kg,95,100,97.5
174080,Potato Red,2020-09-03,Kg,75,80,77.5
174083,Onion Dry (Indian),2020-09-03,Kg,42,45,43.5
174148,Tomato Big(Nepali),2020-09-04,Kg,80,90,85
174151,Potato Red,2020-09-04,Kg,80,85,82.5
174154,Onion Dry (Indian),2020-09-04,Kg,45,48,46.5
174218,Tomato Big(Nepali),2020-09-05,Kg,85,90,87.5
174221,Potato Red,2020-09-05,Kg,85,88,86.5
174224,Onion Dry (Indian),2020-09-05,Kg,48,52,50
174287,Tomato Big(Nepali),2020-09-06,Kg,80,90,85
174290,Potato Red,2020-09-06,Kg,84,86,85
174293,Onion Dry (Indian),2020-09-06,Kg,50,52,51
174356,Tomato Big(Nepali),2020-09-07,Kg,95,100,97.5
174359,Potato Red,2020-09-07,Kg,84,86,85
174362,Onion Dry (Indian),2020-09-07,Kg,50,52,51
174426,Tomato Big(Nepali),2020-09-08,Kg,95,100,97.5
174429,Potato Red,2020-09-08,Kg,85,90,87.5
174432,Onion Dry (Indian),2020-09-08,Kg,52,55,53.5
174495,Tomato Big(Nepali),2020-09-09,Kg,90,95,92.5
174498,Potato Red,2020-09-09,Kg,88,90,89
174501,Onion Dry (Indian),2020-09-09,Kg,50,52,51
174567,Tomato Big(Nepali),2020-09-10,Kg,95,100,97.5
174570,Potato Red,2020-09-10,Kg,90,93,91.5
174573,Onion Dry (Indian),2020-09-10,Kg,53,55,54
174639,Tomato Big(Nepali),2020-09-11,Kg,95,100,97.5
174642,Potato Red,2020-09-11,Kg,91,93,92
174645,Onion Dry (Indian),2020-09-11,Kg,52,55,53.5
174712,Tomato Big(Nepali),2020-09-12,Kg,90,95,92.5
174715,Potato Red,2020-09-12,Kg,92,95,93.5
174718,Onion Dry (Indian),2020-09-12,Kg,53,55,54
174782,Tomato Big(Nepali),2020-09-13,Kg,95,100,97.5
174785,Potato Red,2020-09-13,Kg,90,95,92.5
174788,Onion Dry (Indian),2020-09-13,Kg,58,60,59
174854,Tomato Big(Nepali),2020-09-14,Kg,95,100,97.5
174857,Potato Red,2020-09-14,Kg,93,95,94
174860,Onion Dry (Indian),2020-09-14,Kg,59,61,60
174926,Tomato Big(Nepali),2020-09-15,Kg,95,100,97.5
174929,Potato Red,2020-09-15,Kg,93,95,94
174932,Onion Dry (Indian),2020-09-15,Kg,74,76,75
174999,Tomato Big(Nepali),2020-09-16,Kg,90,100,95
175002,Potato Red,2020-09-16,Kg,93,95,94
175005,Onion Dry (Indian),2020-09-16,Kg,118,120,119
175072,Tomato Big(Nepali),2020-09-17,Kg,110,120,115
175075,Potato Red,2020-09-17,Kg,90,95,92.5
175078,Onion Dry (Indian),2020-09-17,Kg,109,110,109.5
175147,Potato Red,2020-09-18,Kg,93,95,94
175150,Onion Dry (Indian),2020-09-18,Kg,105,110,107.5
175213,Tomato Big(Nepali),2020-09-19,Kg,95,100,97.5
175216,Potato Red,2020-09-19,Kg,93,95,94
175219,Onion Dry (Indian),2020-09-19,Kg,115,118,116.5
175285,Tomato Big(Nepali),2020-09-20,Kg,95,100,97.5
175288,Potato Red,2020-09-20,Kg,93,95,94
175291,Onion Dry (Indian),2020-09-20,Kg,110,115,112.5
175354,Tomato Big(Nepali),2020-09-21,Kg,85,90,87.5
175357,Potato Red,2020-09-21,Kg,93,95,94
175360,Onion Dry (Indian),2020-09-21,Kg,109,110,109.5
175425,Tomato Big(Nepali),2020-09-22,Kg,85,90,87.5
175428,Potato Red,2020-09-22,Kg,93,95,94
175431,Onion Dry (Indian),2020-09-22,Kg,105,110,107.5
175494,Tomato Big(Nepali),2020-09-23,Kg,85,90,87.5
175497,Potato Red,2020-09-23,Kg,94,96,95
175500,Onion Dry (Indian),2020-09-23,Kg,100,110,105
175564,Tomato Big(Nepali),2020-09-24,Kg,85,90,87.5
175567,Potato Red,2020-09-24,Kg,93,95,94
175570,Onion Dry (Indian),2020-09-24,Kg,100,105,102.5
175636,Tomato Big(Nepali),2020-09-25,Kg,85,90,87.5
175639,Potato Red,2020-09-25,Kg,93,95,94
175642,Onion Dry (Indian),2020-09-25,Kg,100,105,102.5
175710,Tomato Big(Nepali),2020-09-26,Kg,80,90,85
175713,Potato Red,2020-09-26,Kg,90,92,91
175716,Onion Dry (Indian),2020-09-26,Kg,100,105,102.5
175783,Tomato Big(Nepali),2020-09-27,Kg,85,90,87.5
175786,Potato Red,2020-09-27,Kg,93,95,94
175855,Tomato Big(Nepali),2020-09-28,Kg,90,95,92.5
175858,Potato Red,2020-09-28,Kg,93,95,94
175861,Onion Dry (Indian),2020-09-28,Kg,100,102,101
175926,Tomato Big(Nepali),2020-09-29,Kg,85,90,87.5
175929,Potato Red,2020-09-29,Kg,95,97,96
175932,Onion Dry (Indian),2020-09-29,Kg,95,100,97.5
175994,Tomato Big(Nepali),2020-09-30,Kg,75,80,77.5
175997,Potato Red,2020-09-30,Kg,93,95,94
176000,Onion Dry (Indian),2020-09-30,Kg,95,100,97.5
176066,Tomato Big(Nepali),2020-10-01,Kg,60,65,62.5
176070,Potato Red,2020-10-01,Kg,95,97,96
176073,Onion Dry (Indian),2020-10-01,Kg,105,110,107.5
176140,Tomato Big(Nepali),2020-10-02,Kg,55,60,57.5
176143,Potato Red,2020-10-02,Kg,95,97,96
176204,Tomato Big(Nepali),2020-10-03,Kg,45,50,47.5
176207,Potato Red,2020-10-03,Kg,95,97,96
176210,Onion Dry (Indian),2020-10-03,Kg,105,110,107.5
176273,Tomato Big(Nepali),2020-10-04,Kg,45,50,47.5
176276,Potato Red,2020-10-04,Kg,96,98,97
176279,Onion Dry (Indian),2020-10-04,Kg,109,110,109.5
176342,Tomato Big(Nepali),2020-10-05,Kg,40,45,42.5
176345,Potato Red,2020-10-05,Kg,96,98,97
176411,Tomato Big(Nepali),2020-10-06,Kg,40,45,42.5
176414,Potato Red,2020-10-06,Kg,96,98,97
176417,Onion Dry (Indian),2020-10-06,Kg,114,115,114.5
176485,Tomato Big(Nepali),2020-10-07,Kg,40,45,42.5
176488,Potato Red,2020-10-07,Kg,100,110,105
176491,Onion Dry (Indian),2020-10-07,Kg,114,115,114.5
176554,Tomato Big(Nepali),2020-10-08,Kg,40,45,42.5
176557,Potato Red,2020-10-08,Kg,100,105,102.5
176560,Onion Dry (Indian),2020-10-08,Kg,100,110,105
176626,Tomato Big(Nepali),2020-10-09,Kg,40,50,45
176629,Potato Red,2020-10-09,Kg,98,100,99
176631,Onion Dry (Indian),2020-10-09,Kg,108,110,109
176697,Tomato Big(Nepali),2020-10-10,Kg,40,50,45
176700,Potato Red,2020-10-10,Kg,95,100,97.5
176703,Onion Dry (Indian),2020-10-10,Kg,105,110,107.5
176769,Tomato Big(Nepali),2020-10-11,Kg,50,60,55
176772,Potato Red,2020-10-11,Kg,90,95,92.5
176775,Onion Dry (Indian),2020-10-11,Kg,105,107,106
176840,Tomato Big(Nepali),2020-10-12,Kg,80,90,85
176843,Potato Red,2020-10-12,Kg,90,93,91.5
176846,Onion Dry (Indian),2020-10-12,Kg,105,107,106
176913,Tomato Big(Nepali),2020-10-13,Kg,75,80,77.5
176916,Potato Red,2020-10-13,Kg,90,92,91
176918,Onion Dry (Indian),2020-10-13,Kg,105,107,106
176984,Tomato Big(Nepali),2020-10-14,Kg,70,75,72.5
176987,Potato Red,2020-10-14,Kg,90,92,91
176990,Onion Dry (Indian),2020-10-14,Kg,105,107,106
177057,Tomato Big(Nepali),2020-10-15,Kg,70,80,75
177060,Potato Red,2020-10-15,Kg,90,95,92.5
177063,Onion Dry (Indian),2020-10-15,Kg,104,106,105
177128,Tomato Big(Nepali),2020-10-16,Kg,70,80,75
177131,Potato Red,2020-10-16,Kg,93,95,94
177133,Onion Dry (Indian),2020-10-16,Kg,110,112,111
177197,Tomato Big(Nepali),2020-10-17,Kg,70,80,75
177200,Potato Red,2020-10-17,Kg,93,95,94
177202,Onion Dry (Indian),2020-10-17,Kg,110,112,111
177266,Tomato Big(Nepali),2020-10-18,Kg,70,80,75
177269,Potato Red,2020-10-18,Kg,98,100,99
177271,Onion Dry (Indian),2020-10-18,Kg,114,116,115
177334,Tomato Big(Nepali),2020-10-19,Kg,65,70,67.5
177337,Potato Red,2020-10-19,Kg,102,104,103
177339,Onion Dry (Indian),2020-10-19,Kg,112,115,113.5
177400,Tomato Big(Nepali),2020-10-20,Kg,65,70,67.5
177403,Potato Red,2020-10-20,Kg,100,102,101
177406,Onion Dry (Indian),2020-10-20,Kg,115,120,117.5
177475,Tomato Big(Nepali),2020-10-21,Kg,65,70,67.5
177478,Potato Red,2020-10-21,Kg,100,104,102
177481,Onion Dry (Indian),2020-10-21,Kg,130,135,132.5
177556,Tomato Big(Nepali),2020-10-22,Kg,70,80,75
177559,Potato Red,2020-10-22,Kg,104,106,105
177562,Onion Dry (Indian),2020-10-22,Kg,130,135,132.5
177641,Potato Red,2020-10-23,Kg,108,110,109
177643,Onion Dry (Indian),2020-10-23,Kg,130,135,132.5
177716,Tomato Big(Nepali),2020-10-24,Kg,75,80,77.5
177719,Potato Red,2020-10-24,Kg,112,115,113.5
177722,Onion Dry (Indian),2020-10-24,Kg,135,138,136.5
177798,Potato Red,2020-10-25,Kg,112,115,113.5
177800,Onion Dry (Indian),2020-10-25,Kg,135,140,137.5
177862,Onion Dry (Indian),2020-10-26,Kg,135,140,137.5
177905,Onion Dry (Indian),2020-10-27,Kg,135,140,137.5
177964,Potato Red,2020-10-28,Kg,108,110,109
177967,Onion Dry (Indian),2020-10-28,Kg,130,135,132.5
178039,Potato Red,2020-10-29,Kg,100,105,102.5
178041,Onion Dry (Indian),2020-10-29,Kg,130,135,132.5
178116,Potato Red,2020-10-30,Kg,95,100,97.5
178119,Onion Dry (Indian),2020-10-30,Kg,130,135,132.5
178197,Potato Red,2020-10-31,Kg,90,95,92.5
178200,Onion Dry (Indian),2020-10-31,Kg,128,130,129
178275,Tomato Big(Nepali),2020-11-01,Kg,75,80,77.5
178278,Potato Red,2020-11-01,Kg,90,92,91
178280,Onion Dry (Indian),2020-11-01,Kg,125,130,127.5
178351,Tomato Big(Nepali),2020-11-02,Kg,65,70,67.5
178354,Potato Red,2020-11-02,Kg,78,80,79
178357,Onion Dry (Indian),2020-11-02,Kg,125,130,127.5
178439,Potato Red,2020-11-03,Kg,75,80,77.5
178442,Onion Dry (Indian),2020-11-03,Kg,120,125,122.5
178521,Potato Red,2020-11-04,Kg,75,78,76.5
